"ITEM","CUSTOMER_NUMBER","WEEK","UNITS_SOLD"
227736,17454,2,40
227736,17454,4,20
227736,27970,2,20
227736,27970,4,20
227736,15025,3,40
227736,15025,4,80
227736,15941,4,60
227736,3581,4,20
227736,18489,4,60
227736,17262,5,20
227736,29850,2,60
227736,21839,4,20
227736,13815,2,60
227736,28696,4,120
227736,24093,3,120
227736,27101,5,20
227736,15293,1,20
227736,29884,1,54
227736,11577,2,100
227736,3052,2,20
227736,18924,4,80
227736,11657,3,20
227736,19143,1,160
227736,19143,2,140
227736,13315,3,40
227736,13315,5,40
227736,25178,1,40
227736,26899,3,100
227736,11230,2,60
227736,11230,4,60
227736,29664,2,140
227736,14627,1,20
227736,14627,2,20
227736,12081,2,20
227736,12081,4,40
227736,8328,3,20
227736,9098,4,100
227736,19410,4,60
227736,19410,5,20
227736,20085,2,300
227736,22895,5,80
227736,24510,1,40
227736,16440,1,140
227736,16440,3,120
227736,24092,3,20
227736,12465,3,40
227736,9461,1,140
227736,1636,2,20
227736,15802,1,220
227736,14611,1,180
227736,20573,1,80
227736,5188,4,80
227736,18886,5,40
227736,2123,1,20
227736,2123,3,20
227736,569,1,120
227736,569,2,160
227736,24614,1,20
227736,14669,1,100
227736,14669,2,20
227736,19357,2,100
227736,22165,2,20
227736,22165,3,40
227736,10503,1,40
227736,4306,4,140
227736,29571,1,20
227736,29571,3,20
227736,29571,4,40
227736,15335,4,100
227736,9201,5,20
227736,24821,3,60
227736,24821,4,60
227736,358,4,40
227736,10179,3,60
227736,25082,5,80
227736,17127,3,80
227736,21130,2,20
227736,16502,3,20
227736,2093,2,20
227736,2093,4,20
227736,838,5,20
227736,19831,3,20
227736,13538,1,40
227736,13538,4,20
227736,23929,2,80
227736,23667,3,140
227736,10360,3,60
227736,22959,1,80
227736,22959,2,80
227736,22959,5,40
227736,12401,2,40
227736,24290,2,20
227736,24290,3,20
227736,24341,4,120
227736,20928,1,80
227736,28312,5,20
227736,15456,3,60
227736,14084,1,140
227736,4899,5,20
227736,19894,1,20
227736,21586,2,20
227736,21586,4,20
227736,8561,2,100
227736,8561,4,40
227736,22642,5,60
227736,4618,3,80
227736,12599,2,60
227736,17042,2,20
227736,3278,4,60
227736,14685,5,100
227736,20547,1,20
227736,20547,3,20
227736,28535,1,20
227736,14849,5,120
227736,20710,1,100
227736,11191,2,20
227736,11191,3,20
227736,15521,1,80
227736,15521,5,20
227736,10938,5,120
227736,20097,1,80
227736,10281,4,40
227736,22310,1,60
227736,9385,1,20
227736,13347,1,20
227736,25614,2,20
227736,21918,2,40
227736,26685,4,180
227736,18777,2,140
227736,18777,5,40
227736,9687,1,60
227736,9687,2,60
227736,9687,4,220
227736,16779,3,40
227736,7060,1,80
227736,12420,1,20
227736,5397,4,20
227736,27816,2,60
227736,27816,4,80
227736,27816,5,40
227736,9976,5,20
227736,29805,2,120
227736,2065,2,120
227736,25672,1,40
227736,25672,3,20
227736,27542,2,40
227736,27542,5,40
227736,24845,2,40
227736,24805,2,20
227736,7317,3,120
227736,18763,3,180
227736,15959,1,80
227736,25,1,20
227736,8069,1,60
227736,8649,5,20
227736,5834,4,20
227736,23810,1,20
227736,23810,4,20
227736,22206,2,40
227736,29714,2,20
227736,17740,5,40
227736,19617,1,20
227736,19617,5,20
227736,23694,2,40
227736,1492,4,20
227736,27688,2,80
227736,27688,4,60
227736,4682,4,40
227736,4987,2,20
227736,7664,1,20
227736,7664,2,40
227736,26553,2,20
227736,26553,5,160
227736,4171,4,120
227736,3147,2,60
227736,1977,3,160
227736,26304,2,20
227736,29157,2,20
227736,24519,3,60
227736,6361,3,40
227736,10496,4,60
227736,26753,2,40
227736,5505,4,300
227736,5505,5,120
227736,29286,5,80
227736,18886,5,20
227736,6242,2,20
227736,20839,1,60
227736,18106,2,20
227736,23661,2,20
227736,23661,3,20
227736,27394,3,140
227736,10244,2,80
227736,12263,4,20
227736,2806,4,60
227736,28049,2,40
227736,28049,4,20
227736,28049,5,20
227736,15911,3,180
227736,29208,1,100
227736,29208,5,60
227736,20434,2,20
227736,1,1,380
227736,1,2,120
227736,12418,5,100
227736,7786,5,40
227736,20825,1,20
227736,26569,3,80
227736,9481,1,75
227736,10642,2,100
227736,23691,4,20
227736,21710,4,20
227736,224,4,260
227736,16804,3,80
227736,8346,4,20
227736,27278,3,200
227736,1050,2,100
227736,19743,1,60
227736,27456,2,60
227736,26336,1,40
227736,22160,1,120
227736,22160,5,40
227736,12430,5,20
227736,3996,3,20
227736,23704,2,40
227736,23704,4,20
227736,11843,1,40
227736,19903,1,180
227736,22418,1,40
227736,543,3,60
227736,23962,4,40
227736,10422,2,80
227736,4341,1,40
227736,17068,3,220
227736,17068,5,20
227736,21771,2,20
227736,17084,1,60
227736,17084,3,60
227736,11840,4,40
227736,26189,4,160
227736,3822,3,40
227736,13266,1,20
227736,11,3,20
227736,2919,2,40
227736,2919,5,60
227736,16995,3,300
227736,3041,1,40
227736,5651,4,180
227736,3466,4,20
227736,21733,2,20
227736,1749,2,20
227736,7994,5,80
227736,1386,5,80
227736,17226,2,80
227736,1523,3,20
227736,25014,1,66
227736,25014,4,60
227736,7712,4,20
227736,20851,4,100
227736,15958,4,20
227736,8382,2,220
227736,8382,5,120
227736,23486,1,20
227736,8727,3,360
227736,21758,1,60
227736,24390,3,20
227736,19531,4,100
227736,25378,3,200
227736,9629,1,80
227736,15771,2,20
227736,13153,2,20
227736,17529,1,60
227736,17658,1,40
227736,17658,2,120
227736,17658,3,20
227736,1738,3,20
227736,13968,2,20
227736,3337,2,60
227736,3337,4,60
227736,3337,5,80
227736,8794,2,100
227736,8794,3,80
227736,15841,2,100
227736,6147,4,40
227736,15346,5,20
227736,2531,1,100
227736,3253,2,20
227736,4263,1,80
227736,1201,4,20
227736,4091,1,180
227736,21425,1,20
227736,29812,2,20
227736,24966,1,60
227736,24966,3,60
227736,27573,3,80
227736,22083,3,20
227736,17801,3,20
227736,17801,5,20
227736,7125,4,20
227736,3431,3,40
227736,25994,1,20
227736,27710,1,80
227736,27710,5,40
227736,24142,1,60
227736,5525,3,40
227736,22919,2,60
227736,23792,1,40
227736,17828,3,40
227736,17828,4,80
227736,24854,4,20
227736,17472,3,60
227736,13600,2,20
227736,17772,2,60
227736,17772,5,20
227736,18059,4,200
227736,23947,1,41
227736,1011,3,20
227736,5224,5,40
227736,5732,1,20
227736,5732,3,20
227736,23468,2,160
227736,5965,3,100
227736,11979,2,20
228934,6003,1,67
228934,6003,2,93
228934,26865,2,92
228934,1690,3,92
228934,5928,1,73
228934,25434,3,66
228934,2957,1,41
228934,3344,1,80
228934,14524,1,36
228934,8609,1,42
228934,8609,2,63
228934,9842,2,75
228934,18333,2,25
228934,10065,1,48
228934,10065,2,38
228934,21002,3,75
228934,29866,1,76
228934,16217,1,33
228934,8685,2,7
228934,26466,2,39
228934,7100,2,39
228934,28522,1,84
228934,10498,2,33
228934,25549,1,61
228934,18871,2,19
228934,4294,1,30
228934,4861,1,60
228934,9738,2,47
228934,16423,1,91
228934,15941,2,72
228934,19166,1,52
228934,19166,2,81
228934,21789,1,9
228934,28696,1,73
228934,27101,3,66
228934,22527,1,20
228934,22527,2,97
228934,12081,2,7
228934,11630,2,36
228934,13732,1,6
228934,9098,2,97
228934,24510,1,26
228934,16440,1,58
228934,26010,1,7
228934,1636,1,48
228934,1636,2,62
228934,5188,3,91
228934,29673,3,21
228934,24614,2,14
228934,24614,3,51
228934,14669,1,82
228934,19357,1,74
228934,358,3,71
228934,23776,3,70
228934,5143,1,72
228934,13916,1,56
228934,24341,1,93
228934,28312,1,80
228934,19894,2,41
228934,13641,2,92
228934,26053,1,72
228934,12940,1,23
228934,14840,1,25
228934,14840,2,94
228934,26685,2,24
228934,5534,2,40
228934,28567,1,75
228934,22723,1,86
228934,27542,2,39
228934,24845,1,31
228934,24805,1,16
228934,24805,2,80
228934,7317,1,3
228934,7317,3,89
228934,23810,1,61
228934,23810,2,25
228934,18301,2,94
228934,22206,1,52
228934,22206,2,69
228934,17898,1,71
228934,4682,1,7
228934,4987,1,15
228934,4987,2,99
228934,29157,1,21
228934,5505,1,59
228934,5505,3,89
228934,18106,1,13
228934,23661,1,100
228934,10244,2,61
228934,15911,2,9
228934,16828,1,98
228934,12613,2,21
228934,26569,1,20
228934,23707,2,74
228934,16804,2,63
228934,1050,1,72
228934,3996,2,2
228934,6009,1,97
228934,6009,2,87
228934,20370,1,15
228934,14457,2,55
228934,486,1,27
228934,486,2,26
228934,11843,1,19
228934,10422,1,60
228934,20501,2,1
228934,17068,1,40
228934,1401,1,9
228934,20916,1,19
228934,17084,1,28
228934,19622,2,1
228934,24507,2,92
228934,1749,3,67
228934,17226,3,32
228934,25014,1,72
228934,7712,2,72
228934,23486,2,92
228934,9629,2,80
228934,16154,1,28
228934,1060,1,10
228934,28605,1,63
228934,11372,1,36
228934,28833,1,82
228934,17493,2,54
228934,21425,2,73
228934,28081,1,29
228934,18557,1,84
228934,22495,2,20
228934,2902,2,36
228934,17828,1,44
228934,2746,2,55
231881,18333,2,15
231881,20378,5,15
231881,29653,1,97
231881,16210,2,15
231881,4294,3,15
231881,13815,1,70
231881,7335,1,72
231881,29884,3,88
231881,11577,1,19
231881,22808,1,41
231881,13732,1,15
231881,8676,1,15
231881,15802,1,84
231881,10495,1,7
231881,20925,3,15
231881,18777,2,15
231881,5476,1,82
231881,10679,1,64
231881,10496,2,15
231881,28049,3,15
231881,2596,2,15
231881,7013,1,72
231881,20916,1,95
231881,5336,1,53
231881,27674,1,80
231881,17493,1,18
231881,28004,5,15
231881,23468,1,61
231881,13358,1,7
233204,22179,3,15
233204,26084,1,66
233204,8262,1,68
233204,26685,1,15
233204,9976,1,40
233204,29714,1,10
233204,17740,1,45
233204,15905,4,15
233204,26304,1,87
233204,10496,1,34
233204,2596,2,15
233204,11840,1,24
233204,5336,1,59
233204,510,1,6
233204,503,1,36
233204,1876,1,98
233204,22599,4,15
236208,22352,3,50
236208,28235,1,50
236208,16210,1,50
236208,28522,3,50
236208,18871,2,50
236208,1916,1,43
236208,19410,1,50
236208,19357,4,50
236208,10360,2,50
236208,13281,1,40
236208,7085,3,50
236208,9687,4,50
236208,25917,3,50
236208,10679,1,44
236208,24519,2,50
236208,23704,3,50
236208,6257,4,50
236208,3431,3,50
236208,5224,3,50
236208,5732,1,50
238327,1690,4,10
238327,22302,1,47
238327,29844,4,10
238327,17732,4,10
238327,13393,5,10
238327,27344,3,10
238327,7567,4,10
238327,28696,3,16
238327,11577,2,10
238327,13732,4,10
238327,783,3,10
238327,1636,1,13
238327,20573,4,10
238327,21127,2,20
238327,2093,3,95
238327,13281,1,10
238327,23217,1,10
238327,23217,5,10
238327,4899,4,10
238327,18244,1,86
238327,24510,5,10
238327,19561,4,10
238327,20097,1,7
238327,22310,4,10
238327,13347,1,67
238327,26685,3,10
238327,8069,3,10
238327,14715,1,10
238327,8649,3,10
238327,15599,1,73
238327,9291,3,10
238327,3270,1,99
238327,15355,3,10
238327,25802,2,10
238327,23707,1,67
238327,26336,2,10
238327,4341,1,10
238327,4341,3,10
238327,1736,1,49
238327,11840,1,27
238327,5336,1,69
238327,17226,1,10
238327,20851,3,10
238327,15958,5,10
238327,4129,1,20
238327,4129,3,64
238327,17658,2,10
238327,13968,4,10
238327,19805,2,10
238327,17801,3,10
238327,13600,3,10
238327,22921,1,60
238327,10049,4,10
238327,8880,3,10
239049,29228,1,44
239049,20642,1,73
239049,3812,1,56
239049,28504,1,10
239049,28504,2,10
239049,28504,3,10
239049,24868,1,10
239049,16210,4,10
239049,12818,2,10
239049,7953,3,10
239049,10184,5,10
239049,725,1,26
239049,12081,1,18
239049,12081,3,10
239049,26010,1,71
239049,15802,1,62
239049,8262,1,11
239049,5188,3,10
239049,358,2,10
239049,28312,1,24
239049,24510,1,10
239049,27542,3,10
239049,5476,1,40
239049,18763,3,10
239049,476,4,10
239049,17078,3,10
239049,9291,4,10
239049,5505,3,10
239049,11418,1,83
239049,11418,2,10
239049,11470,3,10
239049,9481,1,82
239049,7013,1,18
239049,19172,3,10
239049,11,2,10
239049,28833,4,10
239049,16995,5,10
239049,15958,3,10
239049,15958,4,10
239049,1060,1,98
239049,2746,4,10
239049,13358,4,10
239049,11979,1,46
239070,27050,1,4
239070,2839,1,73
239070,21789,3,4
239070,14715,3,4
239070,13916,5,4
239070,15317,1,4
239070,17740,1,8
239070,8071,1,5
239070,22133,1,57
239070,7284,2,4
259471,14892,4,1
259471,13239,3,2
259471,26865,2,3
259471,23128,4,1
259471,29228,1,86
259471,19735,1,1
259471,6312,4,3
259471,3344,3,1
259471,19880,5,1
259471,8609,4,1
259471,17558,2,2
259471,9608,3,1
259471,9608,4,4
259471,18333,1,90
259471,20378,1,48
259471,10065,1,82
259471,7100,3,2
259471,20443,4,1
259471,28062,1,1
259471,3581,1,2
259471,18489,5,1
259471,18924,2,3
259471,22527,2,2
259471,22808,1,59
259471,25178,2,1
259471,12219,3,1
259471,11070,2,1
259471,28888,2,1
259471,22895,4,1
259471,16440,1,76
259471,16440,4,1
259471,24092,1,2
259471,26084,1,1
259471,18886,4,1
259471,24614,2,1
259471,21127,5,1
259471,3076,1,1
259471,5143,2,1
259471,838,1,2
259471,838,3,2
259471,838,5,2
259471,23984,1,3
259471,12381,3,1
259471,12381,4,1
259471,20928,2,1
259471,19894,3,3
259471,20469,4,1
259471,7085,1,1
259471,7085,4,2
259471,17042,3,1
259471,22310,1,28
259471,9385,4,2
259471,22723,1,1
259471,9976,4,1
259471,7317,1,4
259471,8649,1,33
259471,15905,2,1
259471,4171,4,2
259471,3147,4,6
259471,1977,2,1
259471,4348,1,31
259471,5864,5,2
259471,26753,2,1
259471,18886,2,1
259471,25119,5,1
259471,11418,2,2
259471,29208,4,1
259471,2596,2,5
259471,28433,3,2
259471,1493,3,2
259471,10642,4,1
259471,12977,1,3
259471,7013,2,1
259471,6009,2,1
259471,11843,3,1
259471,19903,3,1
259471,20501,3,2
259471,21286,3,1
259471,22133,1,54
259471,22133,3,1
259471,11840,3,1
259471,24507,1,1
259471,29443,4,1
259471,1180,3,1
259471,16995,1,2
259471,3466,3,2
259471,7994,1,1
259471,1523,3,1
259471,8382,3,1
259471,23486,1,60
259471,19531,2,1
259471,29545,3,1
259471,18052,2,1
259471,1060,1,66
259471,11019,4,2
259471,6660,4,1
259471,15841,4,2
259471,2531,3,1
259471,28833,4,1
259471,21271,1,41
259471,24966,3,1
259471,18557,2,2
259471,2902,1,87
259471,22599,4,1
259471,24854,3,1
261187,1690,2,2
261187,6312,4,2
261187,4784,3,2
261187,8110,1,2
261187,14524,4,2
261187,3812,2,3
261187,19880,2,1
261187,19880,3,2
261187,7564,1,87
261187,13055,3,2
261187,2268,2,1
261187,17558,2,2
261187,17558,4,1
261187,9842,4,4
261187,12131,1,3
261187,29653,1,70
261187,2839,3,3
261187,20443,4,1
261187,27344,2,4
261187,10498,4,1
261187,25549,4,3
261187,13899,2,1
261187,4909,2,1
261187,4909,3,2
261187,4294,3,3
261187,4861,2,1
261187,7567,1,1
261187,8156,1,2
261187,22179,1,4
261187,22179,3,2
261187,10184,1,1
261187,27970,2,2
261187,13815,1,91
261187,13815,3,5
261187,29551,5,2
261187,18924,2,1
261187,11657,3,1
261187,19143,1,2
261187,27013,1,2
261187,27013,3,2
261187,1916,2,1
261187,1916,4,3
261187,20085,2,1
261187,22895,2,1
261187,24510,2,1
261187,24657,4,5
261187,26696,1,54
261187,12465,1,99
261187,783,1,1
261187,783,2,1
261187,1636,2,1
261187,14378,2,1
261187,14611,2,1
261187,8262,3,1
261187,8262,4,1
261187,2123,1,1
261187,15753,2,4
261187,10503,3,2
261187,10503,4,1
261187,4306,1,2
261187,24821,1,1
261187,838,4,4
261187,21378,2,3
261187,23667,2,2
261187,22959,1,1
261187,22959,3,4
261187,24341,1,1
261187,4899,4,7
261187,19894,1,1
261187,20469,3,2
261187,7085,5,1
261187,13641,2,2
261187,18244,4,3
261187,6499,1,2
261187,17042,2,2
261187,14685,1,58
261187,13863,2,1
261187,11245,4,2
261187,21918,1,3
261187,21918,5,8
261187,18777,2,1
261187,7060,2,1
261187,19564,2,1
261187,27542,2,1
261187,4358,4,7
261187,8649,1,19
261187,25833,2,1
261187,19617,2,1
261187,15599,4,4
261187,476,2,1
261187,476,5,1
261187,15905,1,1
261187,5943,2,1
261187,24519,4,1
261187,6361,1,2
261187,1078,2,2
261187,8071,3,1
261187,12418,5,3
261187,23155,2,1
261187,24436,2,2
261187,24436,3,1
261187,28433,4,5
261187,16629,2,1
261187,22003,3,1
261187,25802,4,4
261187,10319,2,1
261187,10319,5,2
261187,19903,2,2
261187,20501,2,1
261187,7284,3,8
261187,29443,1,56
261187,29443,2,1
261187,28833,2,2
261187,5651,1,1
261187,3466,2,1
261187,12793,1,3
261187,1386,4,1
261187,17226,4,1
261187,6257,2,1
261187,20851,1,2
261187,4976,1,5
261187,8382,2,1
261187,23486,4,3
261187,22838,2,1
261187,16154,5,1
261187,27674,1,29
261187,17493,1,1
261187,17493,2,4
261187,22083,1,1
261187,28081,2,4
261187,28867,4,1
261187,27710,2,9
261187,24142,1,50
261187,3568,1,35
261187,23792,2,1
261187,24854,1,1
261187,24412,1,57
261187,17772,5,1
261187,29096,2,2
261187,23468,4,1
261187,5965,2,1
261973,19025,1,30
261973,19735,3,30
261973,3095,1,96
261973,9608,4,30
261973,6027,2,30
261973,8685,1,30
261973,21839,1,30
261973,11577,1,78
261973,27013,1,30
261973,11912,2,30
261973,12465,4,30
261973,14611,3,30
261973,8262,1,30
261973,22165,1,30
261973,8136,4,30
261973,22876,1,89
261973,539,3,30
261973,358,1,35
261973,23667,1,30
261973,24300,5,30
261973,24341,1,23
261973,24341,4,30
261973,14084,1,30
261973,8561,4,30
261973,6499,2,30
261973,3278,1,30
261973,13863,1,30
261973,12314,4,30
261973,15521,5,30
261973,27727,1,30
261973,15820,1,30
261973,20760,3,30
261973,18777,1,30
261973,22723,1,30
261973,15959,4,30
261973,25833,4,30
261973,11883,4,30
261973,22206,4,30
261973,3147,1,30
261973,5864,1,98
261973,19826,1,30
261973,1989,1,30
261973,23155,5,30
261973,26239,3,30
261973,23962,1,30
261973,4341,3,30
261973,21771,1,92
261973,29443,1,29
261973,24860,1,30
261973,7712,3,30
261973,4976,5,30
261973,5671,5,30
261973,15841,1,27
261973,17493,1,14
261973,11230,3,30
261973,21271,1,72
261973,17801,1,30
261973,1876,1,51
261973,17828,5,30
261973,18059,3,30
304324,16828,1,35
305738,24519,2,25
305738,10049,5,25
306511,5943,1,85
306511,19410,2,25
306511,15802,3,25
306511,1492,3,25
307125,10065,1,12
307125,20085,4,25
307125,14378,1,60
307125,20710,1,23
307125,15905,3,25
307125,7994,5,25
307125,4129,1,49
308236,17262,1,2
308236,15335,3,25
308236,17701,4,25
308236,4129,2,25
308236,10049,3,25
310686,17262,3,25
310686,15802,1,9
310686,15335,3,25
310686,20710,1,49
310686,1401,1,25
312323,20710,3,25
312323,19544,1,25
312323,28433,1,35
312323,23468,1,79
312985,19880,3,25
312985,20710,4,25
312985,23468,4,25
357262,7195,4,500
357262,18146,2,500
357262,29866,3,1000
357262,16210,4,500
357262,13899,2,500
357262,12465,1,5
357262,8262,3,500
357262,5188,3,500
357262,5188,4,500
357262,21130,3,500
357262,16502,2,500
357262,19894,1,500
357262,1492,3,500
357262,18886,1,43
357262,3996,2,1000
357262,14457,1,22
357262,510,1,63
357262,3431,5,500
371535,28235,1,1230
371535,6141,1,1230
371535,7335,5,1230
371535,16440,4,1230
371535,14611,1,86
371535,8262,1,1230
371535,5188,3,1230
371535,13281,1,34
371535,20547,2,1230
371535,11191,1,1230
371535,15521,4,1230
371535,19617,1,98
371535,1492,2,1230
371535,11418,3,1230
371535,20825,3,1230
371535,510,1,9
371535,19531,3,1230
371535,27573,1,1230
373850,14892,1,2000
373850,6003,1,2000
373850,13239,3,2000
373850,26865,3,2000
373850,3486,1,73
373850,8072,1,51
373850,22302,3,2000
373850,29228,1,89
373850,7195,2,2000
373850,1866,1,61
373850,13179,4,2000
373850,22352,1,2000
373850,22352,3,2000
373850,25418,4,2000
373850,3344,1,2000
373850,4784,1,2000
373850,19880,1,2000
373850,12131,2,2000
373850,29866,4,2000
373850,12103,1,2000
373850,12103,3,2000
373850,15173,1,2000
373850,20443,3,2000
373850,17454,2,2000
373850,16423,1,2000
373850,17262,1,73
373850,17262,2,2000
373850,29884,5,2000
373850,11577,2,2000
373850,18924,1,2000
373850,19143,1,2000
373850,22808,2,2000
373850,25178,1,2000
373850,1916,1,70
373850,1916,5,2000
373850,11230,1,2000
373850,12219,1,2000
373850,17305,1,2000
373850,725,1,2000
373850,725,4,2000
373850,8723,1,89
373850,9098,1,4000
373850,20085,3,4000
373850,11912,2,2000
373850,24092,4,2000
373850,26696,1,2000
373850,26696,3,2000
373850,9461,1,2000
373850,783,1,93
373850,26084,3,2000
373850,15802,1,2000
373850,18886,1,2000
373850,15753,1,2000
373850,19357,4,2000
373850,4306,3,4000
373850,16510,1,2000
373850,3076,1,2000
373850,10179,4,2000
373850,25082,1,2000
373850,838,3,2000
373850,23667,1,2000
373850,24300,3,2000
373850,14084,3,2000
373850,19894,1,2000
373850,7085,3,2000
373850,17042,1,1
373850,12314,2,2000
373850,20097,4,2000
373850,11245,3,2000
373850,11245,4,2000
373850,14840,2,2000
373850,21918,4,2000
373850,20760,4,2000
373850,15687,3,2000
373850,15687,4,2000
373850,22459,3,2000
373850,28567,1,2000
373850,27542,1,2000
373850,27542,3,2000
373850,18763,4,2000
373850,21396,3,2000
373850,15959,1,2000
373850,8069,3,2000
373850,10679,3,2000
373850,25833,1,4000
373850,25833,2,2000
373850,17740,2,2000
373850,19617,1,5
373850,1492,1,2000
373850,15599,1,2000
373850,27688,1,13
373850,7664,2,2000
373850,10737,4,2000
373850,4171,3,2000
373850,4171,4,2000
373850,3147,3,2000
373850,1977,1,2000
373850,24519,1,2000
373850,24519,4,2000
373850,5864,3,2000
373850,26753,4,2000
373850,1078,2,2000
373850,18106,3,2000
373850,19544,2,2000
373850,19826,1,12
373850,19826,5,2000
373850,10244,1,8
373850,10244,3,2000
373850,15911,3,2000
373850,16828,1,2000
373850,28433,3,2000
373850,26569,1,2000
373850,11470,4,2000
373850,14337,1,2000
373850,224,3,2000
373850,22003,2,2000
373850,1050,5,2000
373850,20874,1,4000
373850,12977,4,2000
373850,8555,1,2000
373850,20370,2,2000
373850,14457,3,2000
373850,19903,1,2000
373850,19903,2,2000
373850,19172,3,2000
373850,10138,2,2000
373850,16287,1,2000
373850,17701,3,2000
373850,29443,3,2000
373850,11,1,17
373850,2919,4,2000
373850,16995,1,2000
373850,16995,2,2000
373850,7994,3,2000
373850,20851,1,2000
373850,4976,3,2000
373850,23486,1,29
373850,29732,1,2000
373850,19531,1,79
373850,4129,1,12
373850,4129,3,2000
373850,9629,1,2000
373850,8781,5,2000
373850,29545,4,2000
373850,5671,4,2000
373850,18052,3,2000
373850,1060,1,2000
373850,15841,1,30
373850,15841,3,2000
373850,7064,1,2000
373850,10491,3,2000
373850,4091,4,2000
373850,19805,4,2000
373850,29456,1,83
373850,21271,2,2000
373850,18557,2,2000
373850,28867,1,32
373850,22495,2,2000
373850,3568,3,2000
373850,12372,4,2000
373850,17898,3,2000
373850,1876,1,100
373850,23792,2,2000
373850,17828,3,2000
373850,8692,1,35
373850,24412,3,2000
373850,10049,1,21
373850,21313,5,2000
373850,29096,2,2000
373850,11979,1,78
389739,26865,2,7880
389739,10575,4,7880
389739,22302,2,7880
389739,23128,3,7880
389739,7195,1,7880
389739,1866,1,7880
389739,20642,1,7880
389739,3812,4,7880
389739,28504,4,7880
389739,22300,2,7880
389739,2268,3,7880
389739,17558,4,7880
389739,2877,4,7880
389739,10065,2,7880
389739,29653,4,7880
389739,29866,1,7880
389739,29866,4,7880
389739,2839,1,7
389739,25197,1,7880
389739,12103,3,7880
389739,17732,4,7880
389739,19922,4,7880
389739,5943,4,7880
389739,4909,3,7880
389739,16423,3,7880
389739,21789,1,7880
389739,21839,3,7880
389739,27101,3,7880
389739,11657,4,7880
389739,14627,4,7880
389739,20085,4,7880
389739,24657,3,7880
389739,19512,1,8
389739,15335,3,7880
389739,9201,2,7880
389739,17127,1,7880
389739,17127,3,7880
389739,16502,3,7880
389739,8113,4,7880
389739,20925,2,7880
389739,28312,1,19
389739,1937,2,7880
389739,4899,3,7880
389739,19894,1,7880
389739,7085,2,7880
389739,9819,3,7880
389739,4618,3,7880
389739,14065,3,7880
389739,24510,1,7880
389739,12940,4,7880
389739,26283,2,7880
389739,22310,2,7880
389739,15820,1,7880
389739,21918,1,7880
389739,21918,3,7880
389739,20760,1,7880
389739,9359,1,36
389739,9976,4,7880
389739,19564,2,7880
389739,18763,3,7880
389739,8649,1,7880
389739,22206,3,7880
389739,17681,3,7880
389739,19617,3,7880
389739,4987,3,7880
389739,17078,4,7880
389739,26553,1,11
389739,4348,3,7880
389739,24519,2,7880
389739,19696,3,7880
389739,5864,1,4
389739,23595,1,29
389739,25119,1,24
389739,19826,3,7880
389739,11418,1,66
389739,1,3,7880
389739,12418,1,7880
389739,12418,4,7880
389739,14337,3,7880
389739,15355,1,7880
389739,11702,3,7880
389739,23707,3,7880
389739,27278,1,7880
389739,20874,3,7880
389739,7160,1,7880
389739,7160,3,7880
389739,3996,1,7880
389739,20370,3,7880
389739,14457,2,7880
389739,486,4,7880
389739,11843,3,7880
389739,21286,1,7880
389739,5802,3,7880
389739,17084,1,7880
389739,17084,4,7880
389739,11840,2,7880
389739,7284,3,7880
389739,26189,4,7880
389739,18656,1,7880
389739,13266,4,7880
389739,2919,2,7880
389739,5336,1,7880
389739,5336,2,7880
389739,28201,1,7880
389739,4976,5,7880
389739,23486,1,7880
389739,19531,1,84
389739,19531,5,7880
389739,4129,2,7880
389739,24897,5,7880
389739,13917,2,7880
389739,8794,1,7880
389739,15346,2,7880
389739,20273,4,7880
389739,7064,2,7880
389739,1201,1,7880
389739,5329,2,7880
389739,29456,2,7880
389739,21271,1,7880
389739,22083,2,7880
389739,17801,1,7880
389739,15660,1,7880
389739,12372,3,7880
389739,5525,1,7880
389739,12544,4,7880
389739,17828,3,7880
389739,13600,1,7880
389739,2746,3,7880
390888,26865,4,500
390888,20818,1,5
390888,10575,2,500
390888,24513,3,500
390888,22302,3,500
390888,22566,1,500
390888,5928,1,500
390888,5928,3,500
390888,8648,5,500
390888,1866,1,500
390888,19735,4,500
390888,2957,1,500
390888,2957,2,500
390888,6312,3,500
390888,3812,1,500
390888,13055,5,500
390888,24868,3,500
390888,3952,1,500
390888,16210,3,500
390888,15173,2,500
390888,28777,1,60
390888,19922,4,50
390888,5943,1,500
390888,5943,2,500
390888,25549,1,45
390888,25549,3,500
390888,4909,2,500
390888,4294,2,500
390888,15737,3,13
390888,4712,4,500
390888,21789,3,500
390888,13815,1,500
390888,19143,3,500
390888,27013,5,500
390888,25178,1,500
390888,29664,3,500
390888,17305,1,7
390888,11912,1,500
390888,12465,1,30
390888,26084,1,500
390888,15802,1,1000
390888,5188,3,500
390888,15753,4,500
390888,22876,1,40
390888,16510,3,500
390888,539,1,37
390888,24821,1,500
390888,24821,5,500
390888,13253,1,500
390888,10179,4,500
390888,17127,1,500
390888,21130,1,500
390888,13538,3,500
390888,23929,1,500
390888,6535,3,500
390888,1937,3,500
390888,1937,4,500
390888,8561,3,500
390888,7085,4,500
390888,14007,1,500
390888,20547,1,500
390888,10938,3,500
390888,20097,1,500
390888,3905,1,500
390888,13347,3,500
390888,21918,1,500
390888,21918,4,500
390888,20760,3,500
390888,11539,1,500
390888,11539,3,500
390888,29805,1,37
390888,29805,2,500
390888,9976,3,500
390888,24845,1,500
